time_sec,ECG_I,ECG_I_filtered
5.188,-0.11,-0.005
5.19,-0.135,-0.01
5.192,-0.19,-0.01
5.194,-0.245,-0.015
5.196,-0.25,-0.015
5.198,-0.25,-0.015
5.2,-0.195,-0.015
5.202,-0.11,-0.01
5.204,-0.075,-0.01
5.206,-0.085,-0.01
5.208,-0.1,-0.015
5.21,-0.18,-0.015
5.212,-0.24,-0.02
5.214,-0.25,-0.025
5.216,-0.24,-0.03
5.218,-0.265,-0.03
5.22,-0.185,-0.03
5.222,-0.165,-0.03
5.224,-0.055,-0.025
5.226,-0.05,-0.02
5.228,-0.105,-0.015
5.23,-0.185,-0.005
5.232,-0.235,0.0
5.234,-0.235,0.0
5.236,-0.22,0.0
5.238,-0.185,0.0
5.24,-0.12,0.0
5.242,-0.08,-0.005
5.244,-0.095,-0.01
5.246,-0.145,-0.02
5.248,-0.155,-0.025
5.25,-0.235,-0.03
5.252,-0.245,-0.03
5.254,-0.25,-0.035
5.256,-0.235,-0.03
5.258,-0.24,-0.03
5.26,-0.2,-0.025
5.262,-0.105,-0.015
5.264,-0.095,-0.01
5.266,-0.135,0.0
5.268,-0.09,0.005
5.27,-0.145,0.005
5.272,-0.225,0.005
5.274,-0.245,0.0
5.276,-0.24,-0.005
5.278,-0.225,-0.01
5.28,-0.16,-0.015
5.282,-0.12,-0.02
5.284,-0.145,-0.025
5.286,-0.09,-0.025
5.288,-0.125,-0.025
5.29,-0.205,-0.025
5.292,-0.215,-0.025
5.294,-0.27,-0.025
5.296,-0.275,-0.025
5.298,-0.23,-0.03
5.3,-0.185,-0.035
5.302,-0.13,-0.035
5.304,-0.12,-0.04
5.306,-0.11,-0.04
5.308,-0.12,-0.04
5.31,-0.195,-0.04
5.312,-0.215,-0.035
5.314,-0.245,-0.03
5.316,-0.24,-0.02
5.318,-0.205,-0.015
5.32,-0.125,-0.015
5.322,-0.095,-0.015
5.324,-0.13,-0.015
5.326,-0.11,-0.02
5.328,-0.1,-0.025
5.33,-0.235,-0.025
5.332,-0.22,-0.025
5.334,-0.25,-0.025
5.336,-0.235,-0.025
5.338,-0.19,-0.015
5.34,-0.14,-0.01
5.342,-0.015,0.0
5.344,-0.07,0.005
5.346,-0.075,0.005
5.348,-0.14,0.005
5.35,-0.21,0.0
5.352,-0.23,-0.005
5.354,-0.27,-0.015
5.356,-0.28,-0.025
5.358,-0.23,-0.035
5.36,-0.125,-0.045
5.362,-0.13,-0.05
5.364,-0.15,-0.05
5.366,-0.14,-0.05
5.368,-0.11,-0.045
5.37,-0.245,-0.035
5.372,-0.265,-0.03
5.374,-0.22,-0.02
5.376,-0.2,-0.015
5.378,-0.17,-0.015
5.38,-0.155,-0.01
5.382,-0.12,-0.015
5.384,-0.11,-0.02
5.386,-0.14,-0.025
5.388,-0.165,-0.03
5.39,-0.225,-0.035
5.392,-0.25,-0.04
5.394,-0.235,-0.04
5.396,-0.23,-0.035
5.398,-0.185,-0.03
5.4,-0.085,-0.02
5.402,-0.105,-0.01
5.404,-0.095,0.0
5.406,-0.14,0.01
5.408,-0.11,0.015
5.41,-0.185,0.015
5.412,-0.23,0.01
5.414,-0.23,0.005
5.416,-0.215,-0.005
5.418,-0.17,-0.01
5.42,-0.145,-0.015
5.422,-0.105,-0.02
5.424,-0.04,-0.02
5.426,-0.09,-0.015
5.428,-0.155,-0.01
5.43,-0.26,0.0
5.432,-0.24,0.005
5.434,-0.215,0.01
5.436,-0.2,0.015
5.438,-0.105,0.02
5.44,-0.005,0.02
5.442,-0.055,0.02
5.444,-0.065,0.02
5.446,-0.085,0.02
5.448,-0.125,0.02
5.45,-0.19,0.02
5.452,-0.245,0.02
5.454,-0.25,0.02
5.456,-0.215,0.015
5.458,-0.15,0.015
5.46,-0.105,0.015
5.462,-0.095,0.015
5.464,-0.035,0.015
5.466,-0.025,0.02
5.468,-0.095,0.025
5.47,-0.195,0.03
5.472,-0.155,0.03
5.474,-0.225,0.03
5.476,-0.23,0.025
5.478,-0.155,0.015
5.48,-0.12,0.005
5.482,-0.11,-0.005
5.484,-0.07,-0.01
5.486,-0.1,-0.015
5.488,-0.115,-0.015
5.49,-0.2,-0.01
5.492,-0.19,-0.005
5.494,-0.19,0.0
5.496,-0.24,0.0
5.498,-0.195,-0.005
5.5,-0.135,-0.02
5.502,-0.155,-0.03
5.504,-0.125,-0.045
5.506,-0.12,-0.055
5.508,-0.17,-0.06
5.51,-0.225,-0.06
5.512,-0.235,-0.05
5.514,-0.27,-0.035
5.516,-0.215,-0.015
5.518,-0.17,0.0
5.52,-0.12,0.01
5.522,-0.095,0.01
5.524,-0.08,0.005
5.526,-0.13,-0.005
5.528,-0.18,-0.025
5.53,-0.25,-0.04
5.532,-0.25,-0.055
5.534,-0.295,-0.06
5.536,-0.295,-0.065
5.538,-0.2,-0.06
5.54,-0.09,-0.05
5.542,-0.115,-0.04
5.544,-0.1,-0.03
5.546,-0.15,-0.03
5.548,-0.22,-0.035
5.55,-0.24,-0.045
5.552,-0.29,-0.055
5.554,-0.31,-0.07
5.556,-0.255,-0.075
5.558,-0.225,-0.07
5.56,-0.14,-0.05
5.562,-0.085,-0.015
5.564,-0.055,0.035
5.566,0.065,0.1
5.568,-0.01,0.17
5.57,0.05,0.24
5.572,0.065,0.3
5.574,0.19,0.345
5.576,0.24,0.375
5.578,0.305,0.38
5.58,0.295,0.365
5.582,0.255,0.33
5.584,0.125,0.28
5.586,0.06,0.215
5.588,-0.04,0.145
5.59,-0.14,0.07
5.592,-0.19,-0.005
5.594,-0.335,-0.075
5.596,-0.365,-0.14
5.598,-0.35,-0.19
5.6,-0.34,-0.23
5.602,-0.4,-0.26
5.604,-0.37,-0.27
5.606,-0.345,-0.265
5.608,-0.34,-0.25
5.61,-0.4,-0.23
5.612,-0.425,-0.2
5.614,-0.39,-0.165
5.616,-0.335,-0.14
5.618,-0.205,-0.115
5.62,-0.15,-0.095
5.622,-0.155,-0.085
5.624,-0.145,-0.075
5.626,-0.155,-0.07
5.628,-0.205,-0.065
5.63,-0.26,-0.06
5.632,-0.285,-0.05
5.634,-0.245,-0.045
5.636,-0.195,-0.035
5.638,-0.125,-0.025
5.64,-0.105,-0.02
5.642,-0.07,-0.015
5.644,-0.06,-0.015
5.646,-0.14,-0.02
5.648,-0.24,-0.03
5.65,-0.25,-0.035
5.652,-0.26,-0.035
5.654,-0.21,-0.03
5.656,-0.195,-0.025
5.658,-0.11,-0.01
5.66,-0.08,0.005
5.662,-0.04,0.025
5.664,-0.08,0.035
5.666,-0.06,0.045
5.668,-0.1,0.045
5.67,-0.09,0.04
5.672,-0.145,0.025
5.674,-0.29,0.005
5.676,-0.255,-0.015
5.678,-0.135,-0.03
5.68,-0.06,-0.04
5.682,-0.1,-0.045
5.684,-0.1,-0.04
5.686,-0.14,-0.025
5.688,-0.175,-0.01
5.69,-0.18,0.01
5.692,-0.16,0.02
5.694,-0.175,0.03
5.696,-0.165,0.03
5.698,-0.135,0.02
5.7,-0.11,0.01
5.702,-0.085,0.0
5.704,-0.065,-0.005
5.706,-0.145,-0.01
5.708,-0.17,-0.01
5.71,-0.215,0.0
5.712,-0.185,0.01
5.714,-0.16,0.02
5.716,-0.135,0.035
5.718,-0.07,0.04
5.72,-0.05,0.045
5.722,-0.06,0.045
5.724,-0.095,0.045
5.726,-0.095,0.04
5.728,-0.12,0.035
5.73,-0.115,0.035
5.732,-0.165,0.03
5.734,-0.195,0.03
5.736,-0.12,0.035
5.738,-0.095,0.035
5.74,-0.07,0.035
5.742,-0.055,0.03
5.744,-0.08,0.03
5.746,-0.095,0.035
5.748,-0.1,0.04
5.75,-0.14,0.045
5.752,-0.155,0.055
5.754,-0.175,0.065
5.756,-0.085,0.075
5.758,-0.02,0.08
5.76,0.005,0.08
5.762,-0.01,0.08
5.764,0.0,0.075
5.766,-0.065,0.065
5.768,-0.145,0.06
5.77,-0.195,0.055
5.772,-0.15,0.055
5.774,-0.105,0.06
5.776,-0.055,0.07
5.778,0.02,0.085
5.78,0.045,0.105
5.782,0.03,0.12
5.784,0.035,0.135
5.786,0.0,0.145
5.788,-0.01,0.15
5.79,-0.025,0.15
5.792,-0.04,0.15
5.794,-0.055,0.15
5.796,0.005,0.15
5.798,0.08,0.15
5.8,0.06,0.15
5.802,0.05,0.155
5.804,0.055,0.165
5.806,0.0,0.17
5.808,-0.04,0.175
5.81,0.0,0.18
5.812,0.0,0.185
5.814,0.03,0.19
5.816,0.055,0.19
5.818,0.105,0.195
5.82,0.115,0.2
5.822,0.105,0.2
5.824,0.13,0.2
5.826,0.07,0.195
5.828,-0.035,0.19
5.83,-0.065,0.18
5.832,-0.03,0.17
5.834,0.03,0.155
5.836,0.015,0.145
5.838,0.025,0.135
5.84,0.045,0.125
5.842,0.03,0.12
5.844,0.02,0.12
5.846,-0.02,0.115
5.848,-0.065,0.115
5.85,-0.06,0.11
5.852,-0.095,0.1
5.854,-0.11,0.09
5.856,-0.06,0.075
5.858,-0.07,0.06
5.86,-0.065,0.05
5.862,-0.06,0.035
5.864,-0.025,0.03
5.866,-0.09,0.025
5.868,-0.145,0.025
5.87,-0.195,0.025
5.872,-0.2,0.025
5.874,-0.2,0.025
5.876,-0.11,0.025
5.878,-0.06,0.02
5.88,-0.08,0.01
5.882,-0.105,0.0
5.884,-0.1,-0.01
5.886,-0.15,-0.025
5.888,-0.23,-0.035
5.89,-0.275,-0.04
5.892,-0.25,-0.04
5.894,-0.22,-0.04
5.896,-0.125,-0.04
5.898,-0.125,-0.035
5.9,-0.11,-0.03
5.902,-0.095,-0.025
5.904,-0.07,-0.02
5.906,-0.175,-0.02
5.908,-0.255,-0.02
5.91,-0.24,-0.02
5.912,-0.24,-0.025
5.914,-0.21,-0.025
5.916,-0.155,-0.03
5.918,-0.095,-0.035
5.92,-0.07,-0.035
5.922,-0.095,-0.04
5.924,-0.155,-0.04
5.926,-0.255,-0.04
5.928,-0.275,-0.045
5.93,-0.265,-0.05
5.932,-0.25,-0.055
5.934,-0.22,-0.055
5.936,-0.13,-0.06
5.938,-0.145,-0.06
5.94,-0.115,-0.06
5.942,-0.1,-0.05
5.944,-0.13,-0.04
5.946,-0.195,-0.03
5.948,-0.22,-0.025
5.95,-0.21,-0.015
5.952,-0.205,-0.015
5.954,-0.205,-0.02
5.956,-0.185,-0.025
5.958,-0.125,-0.035
5.96,-0.095,-0.045
5.962,-0.165,-0.055
5.964,-0.15,-0.055
5.966,-0.19,-0.055
5.968,-0.255,-0.05
5.97,-0.26,-0.04
5.972,-0.205,-0.025
5.974,-0.18,-0.02
5.976,-0.115,-0.01
5.978,-0.09,-0.01
5.98,-0.06,-0.015
5.982,-0.115,-0.02
5.984,-0.12,-0.03
5.986,-0.145,-0.035
5.988,-0.25,-0.04
5.99,-0.285,-0.04
5.992,-0.26,-0.04
5.994,-0.19,-0.035
5.996,-0.1,-0.035
5.998,-0.065,-0.03
6.0,-0.095,-0.025
6.002,-0.16,-0.025
6.004,-0.15,-0.025
6.006,-0.175,-0.025
6.008,-0.21,-0.025
6.01,-0.215,-0.025
6.012,-0.235,-0.02
6.014,-0.15,-0.015
6.016,-0.08,-0.01
6.018,-0.035,-0.005
6.02,-0.005,0.0
6.022,-0.1,0.005
6.024,-0.09,0.0
6.026,-0.22,0.0
6.028,-0.25,-0.01
6.03,-0.195,-0.015
6.032,-0.145,-0.02
6.034,-0.155,-0.025
6.036,-0.145,-0.025
6.038,-0.105,-0.025
6.04,-0.08,-0.025
6.042,-0.085,-0.02
6.044,-0.13,-0.015
6.046,-0.19,-0.01
6.048,-0.17,-0.015
6.05,-0.26,-0.015
6.052,-0.23,-0.025
6.054,-0.195,-0.03
6.056,-0.135,-0.04
6.058,-0.055,-0.045
6.06,-0.085,-0.045
6.062,-0.1,-0.045
6.064,-0.16,-0.04
6.066,-0.245,-0.03
6.068,-0.265,-0.025
6.07,-0.215,-0.02
6.072,-0.21,-0.015
6.074,-0.16,-0.015
6.076,-0.095,-0.02
6.078,-0.07,-0.025
6.08,-0.1,-0.025
6.082,-0.09,-0.03
6.084,-0.185,-0.03
6.086,-0.215,-0.025
6.088,-0.195,-0.02
6.09,-0.18,-0.015
6.092,-0.155,-0.01
6.094,-0.19,-0.01
6.096,-0.105,-0.01
6.098,-0.065,-0.015
6.1,-0.05,-0.02
6.102,-0.1,-0.025
6.104,-0.165,-0.03
6.106,-0.255,-0.03
6.108,-0.23,-0.035
6.11,-0.2,-0.035
6.112,-0.225,-0.03
6.114,-0.195,-0.03
6.116,-0.115,-0.03
6.118,-0.06,-0.03
6.12,-0.08,-0.03
6.122,-0.115,-0.035
6.124,-0.18,-0.04
6.126,-0.25,-0.045
6.128,-0.265,-0.045
6.13,-0.295,-0.05
6.132,-0.26,-0.05
6.134,-0.195,-0.045
6.136,-0.14,-0.045
6.138,-0.1,-0.04
6.14,-0.105,-0.035
6.142,-0.085,-0.035
6.144,-0.145,-0.03
6.146,-0.195,-0.03
6.148,-0.245,-0.035
6.15,-0.25,-0.035
6.152,-0.205,-0.04
6.154,-0.165,-0.04
6.156,-0.155,-0.045
6.158,-0.095,-0.04
6.16,-0.075,-0.04
6.162,-0.115,-0.04
6.164,-0.125,-0.035
6.166,-0.215,-0.03
6.168,-0.3,-0.03
6.17,-0.245,-0.03
6.172,-0.175,-0.03
6.174,-0.11,-0.035
6.176,-0.095,-0.035
6.178,-0.135,-0.04
6.18,-0.09,-0.04
6.182,-0.11,-0.045
6.184,-0.125,-0.04
6.186,-0.255,-0.04
6.188,-0.245,-0.04
6.19,-0.215,-0.04
6.192,-0.17,-0.04
6.194,-0.155,-0.04
6.196,-0.135,-0.045
6.198,-0.135,-0.045
6.2,-0.135,-0.05
6.202,-0.125,-0.05
6.204,-0.195,-0.05
6.206,-0.235,-0.05
6.208,-0.225,-0.045
6.21,-0.255,-0.04
6.212,-0.16,-0.03
6.214,-0.125,-0.025
6.216,-0.09,-0.02
6.218,-0.06,-0.02
6.22,-0.11,-0.02
6.222,-0.15,-0.02
6.224,-0.14,-0.025
6.226,-0.185,-0.03
6.228,-0.275,-0.035
6.23,-0.235,-0.035
6.232,-0.185,-0.035
6.234,-0.16,-0.035
6.236,-0.075,-0.03
6.238,-0.06,-0.025
6.24,-0.085,-0.015
6.242,-0.1,-0.01
6.244,-0.165,-0.01
6.246,-0.22,-0.01
6.248,-0.275,-0.015
6.25,-0.27,-0.025
6.252,-0.22,-0.035
6.254,-0.12,-0.045
6.256,-0.11,-0.055
6.258,-0.07,-0.06
6.26,-0.075,-0.055
6.262,-0.105,-0.05
6.264,-0.14,-0.035
6.266,-0.2,-0.015
6.268,-0.195,0.0
6.27,-0.165,0.015
6.272,-0.125,0.03
6.274,-0.085,0.035
6.276,-0.06,0.03
6.278,-0.02,0.025
6.28,-0.04,0.015
6.282,-0.075,0.0
6.284,-0.19,-0.01
6.286,-0.255,-0.015
6.288,-0.225,-0.015
6.29,-0.185,-0.01
6.292,-0.135,0.0
6.294,-0.055,0.01
6.296,-0.045,0.015
6.298,-0.04,0.02
6.3,-0.03,0.015
6.302,-0.095,0.01
6.304,-0.18,0.0
6.306,-0.25,-0.015
6.308,-0.28,-0.025
6.31,-0.23,-0.035
6.312,-0.19,-0.045
6.314,-0.13,-0.045
6.316,-0.09,-0.045
6.318,-0.065,-0.04
6.32,-0.115,-0.035
6.322,-0.14,-0.03
6.324,-0.155,-0.03
6.326,-0.205,-0.03
6.328,-0.25,-0.035
6.33,-0.235,-0.04
6.332,-0.23,-0.05
6.334,-0.145,-0.06
6.336,-0.115,-0.065
6.338,-0.12,-0.075
6.34,-0.135,-0.08
6.342,-0.195,-0.08
6.344,-0.255,-0.08
6.346,-0.275,-0.08
6.348,-0.265,-0.075
6.35,-0.215,-0.07
6.352,-0.21,-0.065
6.354,-0.125,-0.055
6.356,-0.07,-0.05
6.358,-0.08,-0.04
6.36,-0.14,-0.035
6.362,-0.145,-0.03
6.364,-0.21,-0.025
6.366,-0.19,-0.025
6.368,-0.245,-0.03
6.37,-0.24,-0.035
6.372,-0.195,-0.045
6.374,-0.15,-0.055
6.376,-0.125,-0.065
6.378,-0.155,-0.075
6.38,-0.155,-0.075
6.382,-0.195,-0.06
6.384,-0.21,-0.035
6.386,-0.165,0.005
6.388,-0.095,0.06
6.39,-0.02,0.125
6.392,0.095,0.195
6.394,0.21,0.265
6.396,0.325,0.32
6.398,0.37,0.355
6.4,0.305,0.365
6.402,0.23,0.35
6.404,0.095,0.305
6.406,-0.075,0.235
6.408,-0.08,0.15
6.41,-0.055,0.055
6.412,-0.11,-0.04
6.414,-0.175,-0.125
6.416,-0.32,-0.195
6.418,-0.385,-0.245
6.42,-0.385,-0.28
6.422,-0.435,-0.29
6.424,-0.445,-0.29
6.426,-0.445,-0.275
6.428,-0.43,-0.255
6.43,-0.415,-0.235
6.432,-0.31,-0.21
6.434,-0.25,-0.19
6.436,-0.21,-0.17
6.438,-0.195,-0.155
6.44,-0.16,-0.14
6.442,-0.205,-0.125
6.444,-0.28,-0.11
6.446,-0.285,-0.1
6.448,-0.27,-0.085
6.45,-0.27,-0.075
6.452,-0.21,-0.065
6.454,-0.095,-0.06
6.456,-0.085,-0.05
6.458,-0.075,-0.045
6.46,-0.125,-0.04
6.462,-0.18,-0.04
6.464,-0.2,-0.035
6.466,-0.215,-0.03
6.468,-0.17,-0.03
6.47,-0.205,-0.03
6.472,-0.15,-0.03
6.474,-0.085,-0.03
6.476,-0.03,-0.035
6.478,-0.095,-0.035
6.48,-0.085,-0.035
6.482,-0.17,-0.03
6.484,-0.22,-0.025
6.486,-0.22,-0.02
6.488,-0.195,-0.01
6.49,-0.11,0.0
6.492,-0.07,0.01
6.494,-0.07,0.015
6.496,-0.025,0.02
6.498,-0.025,0.02
6.5,-0.035,0.015
6.502,-0.14,0.01
6.504,-0.155,0.0
6.506,-0.13,-0.005
6.508,-0.245,-0.01
6.51,-0.225,-0.015
6.512,-0.105,-0.015
6.514,-0.075,-0.015
6.516,-0.05,-0.01
6.518,-0.09,-0.01
6.52,-0.075,-0.01
6.522,-0.135,-0.01
6.524,-0.195,-0.01
6.526,-0.19,-0.01
6.528,-0.195,-0.005
6.53,-0.155,0.005
6.532,-0.09,0.015
6.534,-0.005,0.03
6.536,-0.01,0.04
6.538,0.01,0.05
6.54,0.025,0.055
6.542,0.005,0.055
6.544,-0.1,0.05
6.546,-0.22,0.035
6.548,-0.255,0.02
6.55,-0.195,0.005
6.552,-0.095,-0.01
6.554,-0.06,-0.015
6.556,-0.05,-0.015
6.558,-0.065,-0.005
6.56,-0.025,0.005
6.562,-0.13,0.02
6.564,-0.195,0.035
6.566,-0.14,0.04
6.568,-0.12,0.045
6.57,-0.125,0.045
6.572,-0.085,0.045
6.574,-0.015,0.04
6.576,0.05,0.035
6.578,0.055,0.035
6.58,-0.01,0.04
6.582,-0.155,0.045
6.584,-0.19,0.05
6.586,-0.145,0.06
6.588,-0.065,0.065
6.59,-0.05,0.07
6.592,-0.055,0.07
6.594,-0.015,0.07
6.596,0.04,0.075
6.598,0.015,0.075
6.6,-0.025,0.08
6.602,-0.055,0.09
6.604,-0.075,0.1
6.606,-0.03,0.11
6.608,-0.055,0.12
6.61,0.01,0.125
6.612,0.065,0.13
6.614,0.08,0.135
6.616,0.095,0.14
6.618,0.05,0.145
6.62,0.045,0.155
6.622,0.055,0.165
6.624,0.005,0.175
6.626,-0.015,0.19
6.628,0.015,0.2
6.63,0.115,0.21
6.632,0.14,0.215
6.634,0.155,0.215
6.636,0.14,0.21
6.638,0.14,0.2
6.64,0.06,0.195
6.642,0.03,0.185
6.644,0.005,0.185
6.646,0.025,0.185
6.648,0.01,0.185
6.65,0.03,0.19
6.652,0.16,0.195
6.654,0.19,0.195
6.656,0.125,0.195
6.658,0.09,0.185
6.66,0.045,0.175
6.662,-0.03,0.16
6.664,-0.075,0.145
6.666,-0.065,0.13
6.668,-0.03,0.115
6.67,-0.01,0.1
6.672,-0.005,0.09
6.674,0.035,0.08
6.676,0.035,0.07
6.678,0.02,0.06
6.68,-0.07,0.05
6.682,-0.15,0.045
6.684,-0.215,0.035
6.686,-0.17,0.025
6.688,-0.125,0.02
6.69,-0.075,0.015
6.692,-0.055,0.01
6.694,-0.04,0.005
6.696,-0.07,0.0
6.698,-0.09,0.0
6.7,-0.125,-0.005
6.702,-0.175,-0.01
6.704,-0.195,-0.01
6.706,-0.22,-0.015
6.708,-0.165,-0.02
6.71,-0.14,-0.02
6.712,-0.125,-0.025
6.714,-0.075,-0.03
6.716,-0.055,-0.03
6.718,-0.085,-0.03
6.72,-0.115,-0.025
6.722,-0.18,-0.02
6.724,-0.21,-0.015
6.726,-0.18,-0.01
6.728,-0.165,-0.005
6.73,-0.14,0.0
6.732,-0.095,0.0
6.734,-0.05,-0.005
6.736,-0.035,-0.01
6.738,-0.04,-0.02
6.74,-0.1,-0.03
6.742,-0.225,-0.035
6.744,-0.265,-0.045
6.746,-0.26,-0.055
6.748,-0.235,-0.06
6.75,-0.135,-0.065
6.752,-0.145,-0.065
6.754,-0.09,-0.065
6.756,-0.1,-0.07
6.758,-0.12,-0.065
6.76,-0.21,-0.065
6.762,-0.26,-0.06
6.764,-0.24,-0.05
6.766,-0.215,-0.045
6.768,-0.185,-0.035
6.77,-0.125,-0.03
6.772,-0.08,-0.025
6.774,-0.065,-0.025
6.776,-0.075,-0.025
6.778,-0.105,-0.025
6.78,-0.17,-0.025
6.782,-0.23,-0.03
6.784,-0.245,-0.025
6.786,-0.195,-0.025
6.788,-0.15,-0.015
6.79,-0.1,-0.01
6.792,-0.04,0.0
6.794,0.035,0.01
6.796,-0.045,0.015
6.798,-0.095,0.015
6.8,-0.175,0.015
6.802,-0.16,0.01
6.804,-0.215,0.0
6.806,-0.19,-0.005
6.808,-0.2,-0.01
6.81,-0.09,-0.015
6.812,-0.085,-0.02
6.814,-0.015,-0.02
6.816,-0.005,-0.025
6.818,-0.085,-0.025
6.82,-0.195,-0.03
6.822,-0.25,-0.035
6.824,-0.27,-0.045
6.826,-0.19,-0.05
6.828,-0.21,-0.055
6.83,-0.13,-0.055
6.832,-0.055,-0.05
6.834,-0.065,-0.045
6.836,-0.075,-0.03
6.838,-0.085,-0.02
6.84,-0.12,-0.01
6.842,-0.18,0.0
6.844,-0.2,0.01
6.846,-0.155,0.01
6.848,-0.165,0.01
6.85,-0.055,0.01
6.852,-0.015,0.01
6.854,0.02,0.005
6.856,-0.07,0.005
6.858,-0.135,0.005
6.86,-0.16,0.005
6.862,-0.135,0.01
6.864,-0.165,0.01
6.866,-0.135,0.01
6.868,-0.15,0.005
6.87,-0.115,0.005
6.872,-0.035,0.0
6.874,-0.015,-0.01
6.876,-0.075,-0.01
6.878,-0.145,-0.015
6.88,-0.135,-0.02
6.882,-0.17,-0.02
6.884,-0.155,-0.02
6.886,-0.26,-0.02
6.888,-0.15,-0.02
6.89,-0.065,-0.02
6.892,-0.055,-0.02
6.894,-0.035,-0.02
6.896,-0.075,-0.02
6.898,-0.125,-0.015
6.9,-0.2,-0.01
6.902,-0.215,-0.005
6.904,-0.16,0.0
6.906,-0.145,0.0
6.908,-0.11,0.0
6.91,-0.04,0.0
6.912,-0.055,-0.005
6.914,-0.055,-0.01
6.916,-0.095,-0.01
6.918,-0.135,-0.015
6.92,-0.18,-0.015
6.922,-0.185,-0.015
6.924,-0.21,-0.015
6.926,-0.14,-0.01
6.928,-0.125,-0.005
6.93,-0.09,-0.005
6.932,-0.055,0.0
6.934,-0.04,0.0
6.936,-0.025,-0.005
6.938,-0.08,-0.005
6.94,-0.19,-0.01
6.942,-0.235,-0.02
6.944,-0.24,-0.025
6.946,-0.175,-0.03
6.948,-0.155,-0.04
6.95,-0.1,-0.045
6.952,-0.095,-0.055
6.954,-0.075,-0.055
6.956,-0.095,-0.055
6.958,-0.135,-0.055
6.96,-0.175,-0.05
6.962,-0.255,-0.04
6.964,-0.21,-0.03
6.966,-0.16,-0.025
6.968,-0.105,-0.02
6.97,-0.12,-0.025
6.972,-0.095,-0.03
6.974,-0.07,-0.035
6.976,-0.145,-0.045
6.978,-0.145,-0.055
6.98,-0.15,-0.06
6.982,-0.255,-0.06
6.984,-0.23,-0.06
6.986,-0.215,-0.05
6.988,-0.13,-0.045
6.99,-0.075,-0.035
6.992,-0.065,-0.025
6.994,-0.08,-0.02
6.996,-0.1,-0.015
6.998,-0.135,-0.015
7.0,-0.165,-0.015
7.002,-0.175,-0.02
7.004,-0.205,-0.02
7.006,-0.19,-0.02
7.008,-0.14,-0.02
7.01,-0.105,-0.02
7.012,-0.04,-0.015
7.014,-0.05,-0.015
7.016,-0.1,-0.015
7.018,-0.17,-0.015
7.02,-0.205,-0.025
7.022,-0.195,-0.03
7.024,-0.185,-0.035
7.026,-0.185,-0.045
7.028,-0.155,-0.05
7.03,-0.09,-0.05
7.032,-0.09,-0.05
7.034,-0.1,-0.045
7.036,-0.115,-0.045
7.038,-0.16,-0.04
7.04,-0.195,-0.035
7.042,-0.215,-0.03
7.044,-0.235,-0.025
7.046,-0.18,-0.025
7.048,-0.1,-0.025
7.05,-0.045,-0.025
7.052,0.015,-0.025
7.054,-0.06,-0.025
7.056,-0.135,-0.025
7.058,-0.22,-0.02
7.06,-0.205,-0.02
7.062,-0.21,-0.02
7.064,-0.2,-0.02
7.066,-0.17,-0.015
7.068,-0.07,-0.015
7.07,-0.07,-0.01
7.072,-0.035,-0.005
7.074,-0.005,0.005
7.076,-0.065,0.01
7.078,-0.105,0.02
7.08,-0.165,0.025
7.082,-0.16,0.025
7.084,-0.19,0.025
7.086,-0.125,0.015
7.088,-0.07,0.005
7.09,-0.09,-0.005
7.092,-0.04,-0.01
7.094,-0.03,-0.02
7.096,-0.09,-0.02
7.098,-0.155,-0.015
7.1,-0.18,-0.005
7.102,-0.18,0.01
7.104,-0.135,0.02
7.106,-0.12,0.03
7.108,-0.07,0.035
7.11,-0.055,0.03
7.112,-0.04,0.025
7.114,-0.03,0.015
7.116,-0.045,0.005
7.118,-0.115,-0.005
7.12,-0.195,-0.015
7.122,-0.2,-0.02
7.124,-0.19,-0.025
7.126,-0.145,-0.025
7.128,-0.095,-0.025
7.13,-0.08,-0.025
7.132,-0.08,-0.025
7.134,-0.09,-0.025
7.136,-0.1,-0.03
7.138,-0.17,-0.03
7.14,-0.235,-0.03
7.142,-0.215,-0.025
7.144,-0.2,-0.025
7.146,-0.145,-0.02
7.148,-0.06,-0.015
7.15,-0.055,-0.015
7.152,-0.075,-0.02
7.154,-0.115,-0.025
7.156,-0.095,-0.03
7.158,-0.235,-0.04
7.16,-0.235,-0.05
7.162,-0.215,-0.06
7.164,-0.235,-0.065
7.166,-0.175,-0.065
7.168,-0.09,-0.065
7.17,-0.095,-0.06
7.172,-0.095,-0.06
7.174,-0.105,-0.055
7.176,-0.15,-0.055
7.178,-0.23,-0.055
7.18,-0.235,-0.06
7.182,-0.22,-0.065
7.184,-0.245,-0.075
7.186,-0.185,-0.085
7.188,-0.145,-0.095
7.19,-0.16,-0.1
7.192,-0.145,-0.105
7.194,-0.135,-0.1
7.196,-0.2,-0.09
7.198,-0.245,-0.07
7.2,-0.235,-0.03
7.202,-0.19,0.015
7.204,-0.06,0.08
7.206,0.07,0.145
7.208,0.23,0.215
7.21,0.28,0.285
7.212,0.3,0.335
7.214,0.34,0.375
7.216,0.345,0.385
7.218,0.265,0.37
7.22,0.115,0.335
7.222,-0.015,0.27
7.224,-0.025,0.195
7.226,-0.015,0.11
7.228,-0.02,0.02
7.23,-0.08,-0.06
7.232,-0.19,-0.13
7.234,-0.305,-0.185
7.236,-0.405,-0.225
7.238,-0.42,-0.25
7.24,-0.44,-0.26
7.242,-0.435,-0.26
7.244,-0.4,-0.25
7.246,-0.305,-0.235
